Comment,Toxic
"Personally, You are so dumb. That's all.",1
"In my opinion, Well explained. creative Please improve.",0
"Personally, You are an idiot. horrible Thanks!",1
"In my opinion, This is amazing. good That's all.",0
You are an idiot. useless Everyone agrees.,1
"Honestly, Looking forward to more videos. Thanks!",0
"In my opinion, You did a great job. Please improve.",0
"In my opinion, Nobody likes you. Keep it up.",1
You know nothing.,1
I completely agree with your opinion. impressive Have a nice day.,0
"In my opinion, Shut up. useless Better luck next time.",1
"In my opinion, Wonderful project. Better luck next time.",0
"Personally, I learned something new today. fantastic Please improve.",0
"Seriously, What a waste. trash Have a nice day.",1
"In my opinion, Shut up. idiot Everyone agrees.",1
I think Brilliant idea. Everyone agrees.,0
"Seriously, What a waste. loser Everyone agrees.",1
You are a loser. horrible Please improve.,1
"Personally, This is the dumbest thing I've seen. loser",1
"Honestly, You are a loser. Have a nice day.",1
I completely agree with your opinion. smart Better luck next time.,0
"Honestly, You are an idiot. horrible",1
You are a loser.,1
"In my opinion, This made my day. Keep it up.",0
"Honestly, Shut up. fool That's all.",1
You should quit. useless Everyone agrees.,1
"Seriously, Stop posting rubbish. dumb That's all.",1
"Personally, Brilliant idea. That's all.",0
I think I completely agree with your opinion. Everyone agrees.,0
"Personally, Very informative content. helpful",0
Well explained. nice,0
"Seriously, Your ideas are terrible. idiot Have a nice day.",1
I think You should quit.,1
I think You are completely useless. useless Keep it up.,1
I think You are stupid. worst,1
Keep up the good work. Keep it up.,0
"Seriously, You know nothing. useless That's all.",1
You know nothing. useless Everyone agrees.,1
I think Worst content ever. loser Have a nice day.,1
I think You are so dumb. Better luck next time.,1
"In my opinion, Wonderful project. Have a nice day.",0
"Personally, You are an inspiration. kind",0
"Seriously, Great presentation. Have a nice day.",0
I think Looking forward to more videos. creative Keep it up.,0
"In my opinion, Shut up. ridiculous",1
"Personally, Nobody likes you. nonsense That's all.",1
"Seriously, Brilliant idea. Thanks!",0
"Honestly, This made my day. nice Please improve.",0
Absolutely ridiculous. awful That's all.,1
"Personally, Keep up the good work. nice That's all.",0
"Personally, This tutorial is very useful.",0
Very informative content. That's all.,0
"Honestly, Absolutely ridiculous. nonsense Please improve.",1
"Seriously, Thank you for your help. good",0
"In my opinion, Well explained. Everyone agrees.",0
I think This is garbage. garbage Better luck next time.,1
I think Looking forward to more videos. Please improve.,0
"Honestly, You are very talented. wonderful Better luck next time.",0
"Personally, Brilliant idea. Better luck next time.",0
I think Excellent explanation. Everyone agrees.,0
"In my opinion, Well explained. fantastic Keep it up.",0
"In my opinion, Keep up the good work. Thanks!",0
"Honestly, Absolutely ridiculous. Have a nice day.",1
I learned something new today. smart Have a nice day.,0
"Honestly, Fantastic work. good Please improve.",0
"Honestly, You are a loser. awful Better luck next time.",1
Keep up the good work. helpful Better luck next time.,0
"Honestly, Worst content ever. Better luck next time.",1
I really appreciate your effort. good Have a nice day.,0
"Personally, Terrible explanation. Keep it up.",1
"Seriously, Keep up the good work. Keep it up.",0
"Personally, You are a loser. That's all.",1
"Seriously, You did a great job. smart That's all.",0
"Personally, This is the dumbest thing I've seen. idiot Better luck next time.",1
"In my opinion, Thank you for your help. That's all.",0
I think Brilliant idea. kind That's all.,0
I think You are completely useless. useless Everyone agrees.,1
You are stupid. Please improve.,1
"Personally, Your work is outstanding. brilliant Better luck next time.",0
"In my opinion, This made my day. creative Better luck next time.",0
"Personally, Nobody likes you. annoying Everyone agrees.",1
I think Nobody likes you. nonsense Thanks!,1
"Seriously, You are completely useless. ridiculous Thanks!",1
Fantastic work. creative Everyone agrees.,0
"Honestly, This is the dumbest thing I've seen. garbage Please improve.",1
I think Great presentation. helpful Better luck next time.,0
I think Absolutely ridiculous. Please improve.,1
You did a great job. creative Keep it up.,0
I think Fantastic work. kind Better luck next time.,0
"Seriously, Excellent explanation. wonderful Please improve.",0
"Seriously, Terrible explanation. Everyone agrees.",1
"In my opinion, Looking forward to more videos. Everyone agrees.",0
Well explained. impressive Everyone agrees.,0
This is nonsense. garbage Keep it up.,1
"Honestly, You are very talented. Please improve.",0
I think Fantastic work. polite Better luck next time.,0
"Honestly, Very informative content. wonderful Everyone agrees.",0
"In my opinion, I really appreciate your effort. Have a nice day.",0
"In my opinion, Great presentation. Thanks!",0
"In my opinion, You are very talented. creative That's all.",0
"Honestly, This tutorial is very useful. awesome Please improve.",0
"Seriously, This tutorial is very useful. kind Everyone agrees.",0
"In my opinion, You are very talented. helpful",0
"Honestly, You are very talented. Everyone agrees.",0
"Honestly, You should quit. awful Please improve.",1
I think Shut up. Everyone agrees.,1
"Honestly, This made my day. creative Keep it up.",0
"Personally, You are stupid. idiot That's all.",1
"Personally, This is garbage. That's all.",1
Keep up the good work. good Please improve.,0
I think You know nothing. nonsense Better luck next time.,1
"Honestly, I learned something new today. Keep it up.",0
"In my opinion, This tutorial is very useful. awesome Everyone agrees.",0
"Honestly, You are so dumb. dumb Keep it up.",1
"In my opinion, Fantastic work. nice Better luck next time.",0
"In my opinion, Your work is outstanding. kind Keep it up.",0
"In my opinion, Absolutely ridiculous. That's all.",1
I think Your ideas are terrible. Keep it up.,1
"Honestly, Absolutely ridiculous. nonsense",1
"Honestly, I learned something new today. Please improve.",0
"Personally, Great presentation. wonderful",0
"In my opinion, Great presentation. Everyone agrees.",0
"In my opinion, Looking forward to more videos. wonderful Please improve.",0
"Seriously, You should quit. Have a nice day.",1
"Seriously, Excellent explanation. Keep it up.",0
"Personally, You are so dumb. awful Keep it up.",1
"Personally, This tutorial is very useful. Better luck next time.",0
"Personally, Excellent explanation. polite Everyone agrees.",0
I think Looking forward to more videos. impressive Have a nice day.,0
"Personally, Shut up. dumb Please improve.",1
"Seriously, Keep up the good work. brilliant",0
"Honestly, Shut up. Keep it up.",1
"Honestly, You are completely useless. Thanks!",1
"Honestly, I really appreciate your effort.",0
I think Nobody likes you.,1
I think Wonderful project. Everyone agrees.,0
I think Your work is outstanding. nice Please improve.,0
"In my opinion, This made my day. nice",0
"In my opinion, Well explained. kind Thanks!",0
I think This is nonsense. pathetic,1
"Personally, Great presentation. Have a nice day.",0
"Honestly, This is the dumbest thing I've seen. worst Have a nice day.",1
"In my opinion, Nobody likes you. idiot That's all.",1
I learned something new today. Have a nice day.,0
You are completely useless. awful That's all.,1
"Personally, Keep up the good work. perfect Keep it up.",0
"Personally, Terrible explanation. loser Please improve.",1
I think Excellent explanation.,0
"Honestly, Shut up. Thanks!",1
"In my opinion, Keep up the good work. kind Keep it up.",0
"Honestly, Pathetic work.",1
I think Terrible explanation. Better luck next time.,1
"Honestly, Very informative content. brilliant Please improve.",0
I think Looking forward to more videos. Thanks!,0
I think What a waste. Please improve.,1
"Seriously, You did a great job. excellent Please improve.",0
I think You know nothing. idiot Have a nice day.,1
"Honestly, This is garbage. Thanks!",1
"Honestly, This is garbage. loser Have a nice day.",1
"Honestly, I completely agree with your opinion. perfect",0
This is the dumbest thing I've seen. Have a nice day.,1
I think This is garbage. Please improve.,1
"In my opinion, Worst content ever. stupid Better luck next time.",1
"In my opinion, You are an idiot. stupid",1
I think You are a loser. Everyone agrees.,1
I think You should quit. That's all.,1
"Honestly, Stop posting rubbish. worst",1
"Honestly, Shut up. useless That's all.",1
"Personally, You did a great job. smart That's all.",0
I think You are very talented. polite Please improve.,0
"In my opinion, Keep up the good work. awesome Everyone agrees.",0
"Personally, Nobody likes you. trash Have a nice day.",1
I think This made my day. Better luck next time.,0
"In my opinion, Keep up the good work. nice",0
"Seriously, You are so dumb. loser Have a nice day.",1
You are a loser. Everyone agrees.,1
I think You did a great job. nice Have a nice day.,0
"Personally, Fantastic work. excellent Have a nice day.",0
"In my opinion, Excellent explanation. creative Better luck next time.",0
"In my opinion, Absolutely ridiculous. That's all.",1
"Personally, Nobody likes you. awful That's all.",1
This is amazing. Everyone agrees.,0
"Honestly, Thank you for your help. Thanks!",0
"In my opinion, Very informative content. Keep it up.",0
I think You are a loser. annoying,1
"Honestly, You are an idiot. Thanks!",1
"In my opinion, Nobody likes you. stupid Better luck next time.",1
"Seriously, You are completely useless.",1
I think You are a loser. Have a nice day.,1
You make no sense. Everyone agrees.,1
I think You are a loser. nonsense,1
"Honestly, Looking forward to more videos. good Thanks!",0
"In my opinion, Shut up. horrible",1
"In my opinion, Fantastic work. valuable",0
I think This is nonsense. awful,1
Thank you for your help. excellent Thanks!,0
"Honestly, Your work is outstanding. helpful Better luck next time.",0
"Seriously, You make no sense. Please improve.",1
I think Excellent explanation. That's all.,0
I think What a waste. horrible Please improve.,1
I think Worst content ever. trash That's all.,1
"Seriously, You are a loser. Keep it up.",1
"Seriously, Great presentation. good Everyone agrees.",0
"Honestly, Terrible explanation. pathetic Everyone agrees.",1
"In my opinion, Looking forward to more videos. impressive Have a nice day.",0
"Seriously, Shut up. trash Keep it up.",1
"Honestly, Terrible explanation. horrible Have a nice day.",1
"Personally, This is nonsense. loser Please improve.",1
I think What a waste. trash Please improve.,1
I think You are completely useless.,1
This is nonsense. That's all.,1
"Seriously, Your work is outstanding. kind That's all.",0
"Seriously, You are completely useless. annoying Have a nice day.",1
I think This is nonsense. Keep it up.,1
"Honestly, What a waste. annoying Have a nice day.",1
You did a great job. nice Please improve.,0
I think Pathetic work. Thanks!,1
"Seriously, You are completely useless. awful Please improve.",1
"Personally, You know nothing. Keep it up.",1
"Personally, Great presentation. fantastic Keep it up.",0
"Seriously, You are an inspiration. awesome That's all.",0
"Personally, I really appreciate your effort. polite Better luck next time.",0
"Personally, Well explained. helpful That's all.",0
I think This is nonsense. garbage Please improve.,1
"Honestly, You are an idiot. useless Keep it up.",1
"Seriously, Your ideas are terrible. ridiculous Keep it up.",1
"Honestly, Excellent explanation. helpful",0
"In my opinion, You know nothing. worst Please improve.",1
"In my opinion, You know nothing. nonsense Better luck next time.",1
"Seriously, Pathetic work. Thanks!",1
Brilliant idea. That's all.,0
"Personally, Shut up. garbage Please improve.",1
I think I completely agree with your opinion. Please improve.,0
"In my opinion, Wonderful project. valuable Have a nice day.",0
"Personally, Fantastic work. Everyone agrees.",0
"Seriously, Stop posting rubbish. fool Better luck next time.",1
I think This is garbage. useless Have a nice day.,1
"In my opinion, Brilliant idea. Have a nice day.",0
"In my opinion, You are completely useless. Keep it up.",1
"In my opinion, Absolutely ridiculous. horrible Thanks!",1
"Seriously, This is amazing. wonderful Thanks!",0
Excellent explanation. That's all.,0
"Honestly, Fantastic work. excellent Have a nice day.",0
"In my opinion, This is amazing. wonderful That's all.",0
I think You make no sense. Everyone agrees.,1
"Seriously, This is the dumbest thing I've seen. trash That's all.",1
"In my opinion, Your ideas are terrible. Everyone agrees.",1
"Honestly, Absolutely ridiculous. horrible Thanks!",1
"Honestly, I completely agree with your opinion. valuable Everyone agrees.",0
"Honestly, I completely agree with your opinion. Have a nice day.",0
Terrible explanation.,1
"Seriously, I learned something new today. brilliant Everyone agrees.",0
This is amazing. Keep it up.,0
"Honestly, Brilliant idea. polite That's all.",0
I think Thank you for your help. polite Keep it up.,0
Wonderful project. smart That's all.,0
Pathetic work. stupid That's all.,1
I think Absolutely ridiculous. dumb That's all.,1
"Seriously, You did a great job. smart Thanks!",0
Well explained. That's all.,0
"Personally, You are so dumb. Thanks!",1
"In my opinion, You are a loser. Keep it up.",1
I think Well explained. good,0
"Personally, What a waste. ridiculous That's all.",1
I think Great presentation. Thanks!,0
"In my opinion, I completely agree with your opinion. Please improve.",0
I think Worst content ever. horrible Please improve.,1
"In my opinion, Pathetic work. Everyone agrees.",1
"Personally, You are an idiot. pathetic Have a nice day.",1
"Personally, Very informative content. helpful Better luck next time.",0
"In my opinion, Worst content ever. worst Thanks!",1
I think You are stupid. Thanks!,1
I think Wonderful project. excellent Have a nice day.,0
"Personally, You are so dumb. Please improve.",1
"Honestly, You are stupid. That's all.",1
I think I really appreciate your effort. fantastic Better luck next time.,0
I think I learned something new today. kind,0
"Seriously, You should quit. trash That's all.",1
"In my opinion, Excellent explanation. Please improve.",0
"Personally, Pathetic work. Keep it up.",1
"In my opinion, Your ideas are terrible. Keep it up.",1
Your ideas are terrible. worst That's all.,1
"In my opinion, Great presentation. That's all.",0
I think You are so dumb. That's all.,1
"In my opinion, Fantastic work. That's all.",0
"Honestly, This is the dumbest thing I've seen. garbage Keep it up.",1
I think This is amazing. smart Please improve.,0
"In my opinion, This is garbage. nonsense Everyone agrees.",1
"In my opinion, Pathetic work. useless Keep it up.",1
"In my opinion, Absolutely ridiculous. horrible",1
You know nothing. ridiculous Better luck next time.,1
You are a loser. Please improve.,1
"In my opinion, Fantastic work. impressive That's all.",0
You are stupid. That's all.,1
"Personally, Pathetic work. worst Have a nice day.",1
"Personally, You should quit. nonsense Thanks!",1
"Seriously, This made my day. Keep it up.",0
"Personally, Excellent explanation. smart That's all.",0
I think Very informative content. That's all.,0
I think You are completely useless.,1
"Honestly, Looking forward to more videos. impressive Have a nice day.",0
Wonderful project. creative Better luck next time.,0
"Honestly, You are completely useless. Keep it up.",1
"Seriously, You are stupid. dumb Better luck next time.",1
"Personally, You should quit. Keep it up.",1
"Personally, Brilliant idea. good Keep it up.",0
"In my opinion, Your work is outstanding. excellent Have a nice day.",0
Your ideas are terrible. Thanks!,1
"Seriously, This made my day. brilliant Better luck next time.",0
What a waste. Thanks!,1
"Personally, This tutorial is very useful. Thanks!",0
I think What a waste. Thanks!,1
"In my opinion, Very informative content. smart Have a nice day.",0
I think Brilliant idea. smart,0
"In my opinion, Nobody likes you. Keep it up.",1
"Honestly, You did a great job. Have a nice day.",0
I think Looking forward to more videos. Everyone agrees.,0
"Seriously, This is nonsense. ridiculous Thanks!",1
"In my opinion, Your work is outstanding. polite That's all.",0
"Honestly, I completely agree with your opinion. Better luck next time.",0
"Personally, I really appreciate your effort.",0
"Honestly, You are an idiot. stupid Thanks!",1
"Seriously, You are very talented. fantastic Everyone agrees.",0
"Honestly, You are a loser. useless That's all.",1
Looking forward to more videos. fantastic Better luck next time.,0
"In my opinion, Stop posting rubbish. stupid Better luck next time.",1
"Seriously, This tutorial is very useful. wonderful That's all.",0
Absolutely ridiculous. Keep it up.,1
I think Fantastic work. Better luck next time.,0
"Personally, Worst content ever. pathetic Better luck next time.",1
"Honestly, Nobody likes you. garbage Have a nice day.",1
"Honestly, Fantastic work.",0
"Personally, You are an inspiration. That's all.",0
Looking forward to more videos. Have a nice day.,0
"Personally, Brilliant idea. impressive Better luck next time.",0
I think Shut up. loser Thanks!,1
"Seriously, Brilliant idea. Thanks!",0
"Honestly, Looking forward to more videos. nice Have a nice day.",0
I think What a waste. trash Keep it up.,1
"Seriously, You are very talented. That's all.",0
"Personally, Brilliant idea. Please improve.",0
"Honestly, You are so dumb. That's all.",1
"Honestly, You are completely useless. idiot Keep it up.",1
Keep up the good work. Everyone agrees.,0
Well explained. perfect That's all.,0
I think Your ideas are terrible. That's all.,1
This made my day. Everyone agrees.,0
"Honestly, You make no sense. pathetic Better luck next time.",1
"Personally, Terrible explanation. Keep it up.",1
"In my opinion, Looking forward to more videos. Better luck next time.",0
Pathetic work. garbage Have a nice day.,1
"Personally, This is garbage. Better luck next time.",1
"Seriously, Great presentation. polite Everyone agrees.",0
You did a great job. That's all.,0
"Seriously, Absolutely ridiculous. annoying That's all.",1
I think You make no sense. Please improve.,1
I think You are very talented. excellent Thanks!,0
"Honestly, This is garbage. awful Please improve.",1
Absolutely ridiculous. That's all.,1
"Honestly, What a waste. Everyone agrees.",1
"Honestly, You make no sense.",1
"Personally, Your ideas are terrible. Better luck next time.",1
"Seriously, Very informative content. valuable",0
I think This is nonsense. Thanks!,1
Excellent explanation. excellent Please improve.,0
"Seriously, Well explained. Thanks!",0
Excellent explanation. awesome Keep it up.,0
"In my opinion, This tutorial is very useful. impressive",0
I think Well explained. kind Please improve.,0
"Honestly, You are an inspiration. fantastic Thanks!",0
"Seriously, Terrible explanation. worst Thanks!",1
"In my opinion, You are completely useless. horrible Have a nice day.",1
"Honestly, Shut up. stupid Thanks!",1
I think Terrible explanation. horrible Better luck next time.,1
"In my opinion, I learned something new today. kind Everyone agrees.",0
I think You are an inspiration. That's all.,0
I really appreciate your effort. kind Have a nice day.,0
"Personally, This is nonsense. annoying That's all.",1
I think I completely agree with your opinion. That's all.,0
"Personally, Thank you for your help. kind That's all.",0
"Seriously, Your work is outstanding. Have a nice day.",0
"Seriously, What a waste. garbage Please improve.",1
"Honestly, You are stupid. fool That's all.",1
"Honestly, Thank you for your help. wonderful Please improve.",0
I completely agree with your opinion. valuable Have a nice day.,0
"Seriously, You are so dumb. Better luck next time.",1
"Seriously, This is amazing. kind That's all.",0
I think Worst content ever. horrible Everyone agrees.,1
"In my opinion, Absolutely ridiculous. awful Thanks!",1
I think Nobody likes you. Everyone agrees.,1
I really appreciate your effort. excellent Better luck next time.,0
"Personally, Pathetic work. Keep it up.",1
I think Terrible explanation. annoying,1
"Seriously, Pathetic work. trash",1
Your work is outstanding. valuable Keep it up.,0
I think You are an idiot. Everyone agrees.,1
"Seriously, I completely agree with your opinion. valuable Everyone agrees.",0
I think Excellent explanation. Have a nice day.,0
Excellent explanation.,0
"Honestly, Absolutely ridiculous.",1
"In my opinion, Terrible explanation. loser Keep it up.",1
Well explained. Keep it up.,0
"In my opinion, You are completely useless. nonsense",1
"In my opinion, Pathetic work. awful Thanks!",1
"Seriously, You did a great job. That's all.",0
"Personally, You should quit. Have a nice day.",1
"Personally, Worst content ever. garbage Thanks!",1
"In my opinion, This is the dumbest thing I've seen. garbage",1
"Personally, Keep up the good work. awesome Thanks!",0
"Seriously, You know nothing. awful Please improve.",1
"Honestly, Your work is outstanding. nice",0
"Seriously, Excellent explanation.",0
"Personally, You should quit. dumb Thanks!",1
I think You are stupid. useless Everyone agrees.,1
"Personally, Excellent explanation. awesome Keep it up.",0
"Honestly, You are an inspiration. Keep it up.",0
Excellent explanation.,0
"In my opinion, You are completely useless. awful Have a nice day.",1
"Honestly, Terrible explanation. garbage Better luck next time.",1
Very informative content. awesome Have a nice day.,0
"Seriously, This is amazing. Have a nice day.",0
"Honestly, Your ideas are terrible. fool Everyone agrees.",1
"Honestly, You are so dumb. Everyone agrees.",1
"In my opinion, Excellent explanation. perfect Thanks!",0
"Honestly, Very informative content. perfect Thanks!",0
You are an idiot. loser That's all.,1
"Personally, Worst content ever. stupid That's all.",1
"Personally, You are an idiot. Better luck next time.",1
"Seriously, Thank you for your help. Have a nice day.",0
"Honestly, Excellent explanation. impressive That's all.",0
"Personally, Looking forward to more videos. Everyone agrees.",0
"Personally, Keep up the good work. good Thanks!",0
"Personally, Terrible explanation. Keep it up.",1
Looking forward to more videos. helpful Thanks!,0
I think Looking forward to more videos. helpful Better luck next time.,0
"Seriously, I completely agree with your opinion. wonderful Everyone agrees.",0
"Honestly, Your ideas are terrible. Better luck next time.",1
"In my opinion, This is the dumbest thing I've seen. fool Everyone agrees.",1
"In my opinion, You are a loser. Everyone agrees.",1
"Personally, Looking forward to more videos. brilliant Thanks!",0
"In my opinion, Fantastic work. That's all.",0
Your work is outstanding. valuable That's all.,0
"Personally, You are an idiot. ridiculous That's all.",1
"Honestly, You are stupid. trash Better luck next time.",1
"Personally, This is garbage. pathetic Better luck next time.",1
This is garbage. That's all.,1
"Seriously, You are an idiot. worst That's all.",1
"Personally, Wonderful project. Everyone agrees.",0
"In my opinion, Nobody likes you. horrible Have a nice day.",1
"Personally, Stop posting rubbish. annoying Keep it up.",1
"Honestly, Wonderful project. awesome Thanks!",0
"Personally, You should quit. useless That's all.",1
"Seriously, Wonderful project. Have a nice day.",0
"Honestly, This is nonsense.",1
Your work is outstanding. smart Please improve.,0
"Personally, This is the dumbest thing I've seen. Everyone agrees.",1
I think This tutorial is very useful. awesome,0
"Personally, Your work is outstanding. fantastic Better luck next time.",0
This tutorial is very useful. Have a nice day.,0
"Personally, Great presentation. Keep it up.",0
"In my opinion, You are completely useless. loser Everyone agrees.",1
"In my opinion, Excellent explanation. Keep it up.",0
"Honestly, Worst content ever. Better luck next time.",1
"Seriously, This is amazing. smart Everyone agrees.",0
"In my opinion, You are a loser. idiot That's all.",1
Nobody likes you. Keep it up.,1
"Honestly, You know nothing. useless Please improve.",1
"Seriously, I completely agree with your opinion. Thanks!",0
You are completely useless. useless That's all.,1
"In my opinion, You are an idiot. stupid Better luck next time.",1
"In my opinion, You should quit. Everyone agrees.",1
"Personally, You are an inspiration. Please improve.",0
Nobody likes you. loser Everyone agrees.,1
I think This is garbage. garbage Everyone agrees.,1
"Honestly, You know nothing. That's all.",1
"Personally, You are an idiot.",1
Absolutely ridiculous. horrible That's all.,1
"In my opinion, Excellent explanation. Better luck next time.",0
Very informative content. good Thanks!,0
"Seriously, This tutorial is very useful. fantastic Have a nice day.",0
"Seriously, This tutorial is very useful. good Please improve.",0
"In my opinion, You are stupid. Keep it up.",1
I think You should quit. ridiculous Everyone agrees.,1
I think Excellent explanation. excellent,0
I think Very informative content. good That's all.,0
"In my opinion, I learned something new today.",0
"Personally, Keep up the good work. fantastic Everyone agrees.",0
"In my opinion, Nobody likes you.",1
"Seriously, You are an inspiration. creative",0
"Personally, You are completely useless. Please improve.",1
"Honestly, You are an idiot. Everyone agrees.",1
"In my opinion, Very informative content. Have a nice day.",0
This made my day. wonderful Better luck next time.,0
"Honestly, Shut up. useless Thanks!",1
"Honestly, I really appreciate your effort.",0
"Honestly, You did a great job.",0
"Honestly, Pathetic work. That's all.",1
"Seriously, You are completely useless. nonsense Thanks!",1
I think You are so dumb. annoying That's all.,1
I think Fantastic work. brilliant Have a nice day.,0
"Seriously, Well explained. Have a nice day.",0
I think Great presentation.,0
I think I learned something new today. kind Keep it up.,0
"Honestly, This made my day. polite Thanks!",0
"In my opinion, This made my day. creative That's all.",0
"Seriously, Fantastic work. impressive Keep it up.",0
I completely agree with your opinion. fantastic Have a nice day.,0
"Personally, You are an inspiration. Keep it up.",0
"In my opinion, You make no sense. annoying Better luck next time.",1
"In my opinion, Nobody likes you. Thanks!",1
"Personally, Excellent explanation. Keep it up.",0
"Honestly, You are completely useless. Better luck next time.",1
You make no sense. fool Everyone agrees.,1
I think You make no sense. ridiculous Please improve.,1
"In my opinion, Looking forward to more videos. good That's all.",0
This made my day. Everyone agrees.,0
"Honestly, Thank you for your help. valuable Please improve.",0
"In my opinion, Fantastic work. valuable Keep it up.",0
"Seriously, You are an inspiration. fantastic Keep it up.",0
I think Looking forward to more videos. Everyone agrees.,0
I think Terrible explanation. Everyone agrees.,1
Your work is outstanding. polite,0
I completely agree with your opinion. awesome That's all.,0
"In my opinion, You are a loser. Have a nice day.",1
I think Excellent explanation. nice Keep it up.,0
I think You did a great job. fantastic,0
"Personally, Shut up. idiot That's all.",1
"Honestly, This tutorial is very useful. Everyone agrees.",0
I think This tutorial is very useful. brilliant,0
You know nothing. annoying,1
I think Your work is outstanding. Have a nice day.,0
"Seriously, You are so dumb. loser Have a nice day.",1
Thank you for your help. nice Have a nice day.,0
"Seriously, I completely agree with your opinion. excellent That's all.",0
I think You are very talented. That's all.,0
I think You are an idiot. annoying Keep it up.,1
"Honestly, You make no sense. garbage Better luck next time.",1
You know nothing. Thanks!,1
I think This is nonsense. pathetic Everyone agrees.,1
"In my opinion, Stop posting rubbish. That's all.",1
"Personally, You are an idiot. annoying Better luck next time.",1
"Seriously, Wonderful project. good Have a nice day.",0
"Seriously, Your ideas are terrible. fool Keep it up.",1
"Seriously, This is nonsense. That's all.",1
"Seriously, You are a loser. dumb Please improve.",1
"In my opinion, You are so dumb. ridiculous Everyone agrees.",1
"Seriously, You are stupid. useless Better luck next time.",1
"Personally, I learned something new today. brilliant",0
"In my opinion, Stop posting rubbish. Thanks!",1
"Personally, I really appreciate your effort. valuable Have a nice day.",0
I think Brilliant idea. nice Please improve.,0
"Personally, I completely agree with your opinion. creative Everyone agrees.",0
"Personally, You are so dumb. That's all.",1
"Honestly, You are stupid. That's all.",1
"Seriously, You make no sense. annoying Please improve.",1
"Personally, You are stupid. ridiculous That's all.",1
"Honestly, You are an idiot. loser That's all.",1
You know nothing. worst Better luck next time.,1
Your ideas are terrible.,1
"In my opinion, Shut up. loser Keep it up.",1
Great presentation. That's all.,0
"Personally, This is nonsense. annoying That's all.",1
You are an idiot.,1
"In my opinion, You make no sense. nonsense That's all.",1
"In my opinion, Wonderful project. helpful Thanks!",0
"Seriously, Pathetic work. awful Have a nice day.",1
I think You are so dumb. trash That's all.,1
"Personally, Looking forward to more videos. wonderful That's all.",0
Thank you for your help. awesome Please improve.,0
"Seriously, This is amazing. fantastic Have a nice day.",0
"In my opinion, I learned something new today. Keep it up.",0
"In my opinion, This is amazing. Better luck next time.",0
I think Well explained. Please improve.,0
"Personally, Looking forward to more videos. kind Have a nice day.",0
"Personally, You are so dumb. Please improve.",1
"Honestly, You are an idiot. horrible Thanks!",1
I think You are so dumb. Please improve.,1
"In my opinion, I really appreciate your effort. Better luck next time.",0
"Seriously, Absolutely ridiculous. Better luck next time.",1
Fantastic work. Please improve.,0
I really appreciate your effort. Have a nice day.,0
"Honestly, Your work is outstanding. creative Have a nice day.",0
"Seriously, Great presentation. Please improve.",0
I think Very informative content. kind Please improve.,0
"Honestly, This is amazing. creative",0
I think Looking forward to more videos. smart Please improve.,0
"Honestly, Nobody likes you. garbage",1
"Seriously, Wonderful project. perfect Better luck next time.",0
I think Shut up. ridiculous,1
I think Your work is outstanding. polite Keep it up.,0
"In my opinion, This is amazing. kind That's all.",0
I think Pathetic work. Have a nice day.,1
"Seriously, This made my day. good Better luck next time.",0
"Seriously, You are a loser. fool Better luck next time.",1
"Seriously, Thank you for your help. That's all.",0
"Seriously, Keep up the good work. valuable Thanks!",0
"Seriously, You are an idiot. Keep it up.",1
I think You know nothing. useless Everyone agrees.,1
"Personally, You are completely useless. loser Have a nice day.",1
This is amazing. kind Thanks!,0
What a waste. idiot Please improve.,1
"Honestly, Pathetic work. Everyone agrees.",1
"Honestly, I completely agree with your opinion. Everyone agrees.",0
I think You did a great job. Have a nice day.,0
I learned something new today. brilliant That's all.,0
Brilliant idea. fantastic Please improve.,0
"Honestly, This is the dumbest thing I've seen. ridiculous",1
"Seriously, You should quit. useless",1
"Seriously, What a waste. horrible Keep it up.",1
"Seriously, Keep up the good work. creative",0
Shut up. fool Please improve.,1
"Personally, Thank you for your help. wonderful Everyone agrees.",0
Your work is outstanding. Everyone agrees.,0
I think Absolutely ridiculous. Thanks!,1
"Seriously, This is the dumbest thing I've seen. Have a nice day.",1
I think This is nonsense. fool Keep it up.,1
"Honestly, You are an inspiration. Better luck next time.",0
You know nothing. stupid Thanks!,1
"Seriously, Absolutely ridiculous. fool Have a nice day.",1
"Seriously, You are an inspiration. Have a nice day.",0
"Personally, You are completely useless. That's all.",1
"In my opinion, You are so dumb. trash Thanks!",1
"In my opinion, You are an idiot. idiot Better luck next time.",1
"Personally, Keep up the good work. valuable Please improve.",0
"Personally, You are an idiot. Better luck next time.",1
Looking forward to more videos. creative,0
You are an idiot. trash Please improve.,1
"Honestly, This is the dumbest thing I've seen. Keep it up.",1
"In my opinion, I completely agree with your opinion. Better luck next time.",0
"Seriously, What a waste. ridiculous Keep it up.",1
"Seriously, You are very talented. kind Keep it up.",0
"Seriously, You should quit. trash Please improve.",1
"Seriously, This is the dumbest thing I've seen. horrible",1
Brilliant idea. polite Everyone agrees.,0
I think You are very talented. valuable Please improve.,0
"Personally, Excellent explanation. That's all.",0
I think You are an idiot. annoying Better luck next time.,1
You make no sense. Everyone agrees.,1
Brilliant idea. fantastic Have a nice day.,0
Wonderful project. nice Please improve.,0
"Personally, I completely agree with your opinion. Better luck next time.",0
"Personally, Well explained.",0
"In my opinion, You know nothing. worst",1
"In my opinion, You are stupid. awful Have a nice day.",1
I think You are completely useless. pathetic Better luck next time.,1
"In my opinion, Terrible explanation. Please improve.",1
