age,income_lakh,investment_lakh,risk_score,experience,market_exposure,diversification,previous_return,annual_return,return_binary,return_category
37,6.2,13.2,4,11,27.7,4,7.1,16.0,1,1
58,18.4,12.4,1,0,16.2,6,-0.1,9.6,0,0
29,4.9,7.7,1,7,21.0,9,7.1,6.8,0,0
50,10.0,1.2,2,1,33.1,5,3.8,7.0,0,0
34,17.3,3.8,7,10,40.8,8,2.9,15.4,1,1
54,15.9,8.4,7,4,60.9,7,18.9,24.4,1,2
40,19.3,5.4,3,16,65.8,9,2.5,15.1,1,1
59,17.0,11.1,5,8,60.9,8,-1.0,16.9,1,1
24,20.9,8.1,4,25,59.3,6,12.0,22.1,1,2
35,22.8,12.7,9,5,90.1,1,20.6,27.7,1,2
52,8.7,12.5,4,6,76.8,6,21.5,22.0,1,2
30,16.6,11.5,4,2,66.8,7,17.9,23.2,1,2
47,12.8,8.6,1,14,40.6,1,11.2,11.3,0,1
59,15.4,11.5,5,10,98.8,7,23.0,25.0,1,2
35,19.6,3.9,8,16,43.8,3,-3.1,14.1,0,1
58,11.8,2.0,7,19,35.6,5,23.5,20.3,1,2
50,11.4,3.5,10,9,47.5,10,2.3,14.4,0,1
38,21.3,9.0,9,0,84.1,9,9.5,27.7,1,2
23,14.6,8.5,2,27,16.0,10,7.4,19.2,1,1
39,4.1,9.7,1,17,53.5,6,21.4,13.7,0,1
25,7.5,13.4,2,5,53.7,4,19.9,18.7,1,1
21,7.3,1.9,7,0,11.4,10,18.0,15.2,1,1
38,24.0,4.5,7,8,52.1,1,10.7,19.7,1,1
53,21.3,8.9,4,5,87.0,8,12.0,24.0,1,2
44,22.0,14.5,3,26,40.8,1,-2.1,14.5,0,1
32,7.8,1.3,6,1,84.3,7,-4.2,10.0,0,1
27,14.5,0.7,2,27,72.9,6,3.4,11.0,0,1
60,20.8,9.2,3,16,46.9,2,10.6,14.9,0,1
48,4.5,3.0,7,30,24.7,6,24.9,19.8,1,1
50,4.8,14.7,2,9,21.1,10,3.5,9.9,0,0
24,14.5,2.3,8,26,18.2,1,9.2,12.8,0,1
55,7.1,2.3,9,5,72.5,4,4.0,14.5,0,1
37,12.1,1.9,1,28,45.6,8,3.1,9.2,0,0
30,21.3,14.8,3,6,88.5,8,-2.9,20.1,1,2
58,21.2,6.5,5,14,81.7,2,17.1,19.0,1,1
51,16.3,7.8,7,8,96.8,8,13.3,21.1,1,2
28,20.8,10.0,2,29,15.8,8,15.8,19.7,1,1
34,15.4,8.5,3,30,69.5,2,20.2,20.3,1,2
48,23.5,4.8,1,0,16.7,5,20.7,19.1,1,1
33,5.3,10.1,3,27,26.6,8,-4.9,7.6,0,0
38,23.7,9.6,6,13,95.9,7,-1.1,21.9,1,2
53,5.2,9.1,9,1,47.1,2,0.2,11.9,0,1
28,6.3,7.5,7,12,20.0,10,12.7,17.9,1,1
41,11.3,0.6,8,3,87.3,7,1.6,11.3,0,1
28,22.3,9.5,9,29,45.9,3,-3.5,21.5,1,2
34,21.0,2.3,5,26,48.2,8,16.1,23.8,1,2
34,6.2,11.5,4,7,78.6,4,16.2,19.0,1,1
56,6.5,12.7,1,8,69.9,10,10.9,16.4,1,1
56,15.2,13.0,10,28,26.5,6,8.6,25.8,1,2
44,10.5,3.1,7,13,72.8,4,-1.7,11.4,0,1
39,21.6,10.5,5,0,14.2,3,3.4,13.6,0,1
46,23.7,9.3,2,13,86.4,7,13.3,20.1,1,2
49,22.6,5.3,1,25,60.7,10,-0.5,15.7,1,1
43,24.0,3.4,4,18,64.7,4,-4.8,11.1,0,1
51,21.2,12.5,10,8,85.6,10,16.9,32.7,1,2
51,23.9,1.6,1,25,78.6,1,-1.4,11.2,0,1
58,11.2,13.9,8,28,72.7,5,7.2,19.7,1,1
37,13.7,3.8,5,30,15.7,6,21.6,20.3,1,2
50,20.4,9.4,3,24,32.1,2,1.9,15.8,1,1
32,4.4,10.7,4,18,59.1,10,-4.7,12.0,0,1
40,7.8,4.6,5,4,85.3,9,16.9,22.9,1,2
37,15.5,2.2,10,20,70.0,7,11.7,24.0,1,2
21,14.5,1.2,8,4,92.9,9,17.8,19.2,1,1
52,23.6,6.7,4,26,87.5,7,0.1,18.6,1,1
48,19.5,8.9,6,4,44.4,5,-0.6,16.8,1,1
58,23.9,7.5,2,21,49.6,1,2.6,18.0,1,1
22,24.1,13.3,7,7,10.5,9,7.9,23.7,1,2
45,15.4,12.7,1,5,45.0,7,18.6,22.8,1,2
36,10.9,14.0,1,16,70.5,7,19.1,23.6,1,2
48,5.0,12.0,1,12,81.2,6,10.5,15.6,1,1
36,19.4,12.0,3,8,29.0,2,0.5,17.8,1,1
34,6.1,12.4,6,29,16.9,7,2.8,15.7,1,1
44,5.8,13.6,5,23,39.5,1,-4.3,9.3,0,0
23,23.8,14.9,7,30,71.4,3,7.7,27.0,1,2
48,5.8,11.4,6,18,47.8,4,23.1,24.3,1,2
36,21.2,6.6,1,0,27.1,10,23.0,22.3,1,2
46,20.3,1.1,2,14,84.8,7,10.2,16.2,1,1
26,10.9,2.4,6,4,25.3,10,24.5,22.8,1,2
23,12.0,12.5,5,12,25.8,2,-2.1,11.4,0,1
56,17.2,14.0,5,3,49.4,2,23.7,24.3,1,2
31,7.7,10.6,1,7,88.5,10,16.3,16.2,1,1
32,15.8,10.1,8,7,49.3,4,22.8,26.8,1,2
32,17.0,5.8,6,9,79.2,9,18.6,23.0,1,2
47,17.7,5.7,1,16,45.7,6,10.7,13.6,0,1
34,5.1,12.2,9,29,51.2,9,1.7,20.4,1,2
34,12.1,5.6,6,1,61.6,1,0.6,10.9,0,1
39,9.1,2.1,6,19,18.2,3,-4.8,6.9,0,0
49,24.9,9.0,2,18,73.3,5,8.4,19.6,1,1
58,12.2,5.9,5,1,65.9,6,10.3,12.7,0,1
60,13.9,5.1,10,22,57.8,8,23.6,25.0,1,2
41,24.6,13.9,6,0,59.9,10,3.0,26.7,1,2
22,15.0,1.9,3,29,71.3,9,5.7,12.7,0,1
41,15.1,14.9,5,25,90.1,8,6.6,27.2,1,2
43,22.2,9.3,6,5,99.6,10,2.6,22.7,1,2
30,10.8,15.0,7,3,64.3,10,15.3,27.2,1,2
38,5.9,7.3,7,22,68.2,1,-1.5,11.8,0,1
57,16.5,9.2,2,28,56.8,5,-1.7,11.9,0,1
24,16.7,11.5,2,22,51.8,1,-2.6,10.4,0,1
48,14.0,14.6,8,28,95.8,8,16.7,33.0,1,2
22,3.2,12.5,2,13,69.1,4,12.3,13.7,0,1
49,15.3,3.2,8,13,14.2,5,0.6,13.3,0,1
56,22.6,11.0,2,7,48.5,2,13.8,21.0,1,2
24,16.0,8.3,9,1,35.8,10,-3.3,17.1,1,1
44,7.0,7.4,7,7,43.5,4,4.7,13.2,0,1
44,15.7,1.3,2,0,13.6,5,20.9,11.4,0,1
24,11.9,9.7,4,27,40.0,8,7.4,15.1,1,1
21,13.8,7.1,8,12,43.4,9,11.2,20.1,1,2
47,17.4,10.5,2,2,24.5,10,6.4,16.1,1,1
23,11.0,11.1,1,16,75.1,9,-0.1,16.2,1,1
40,17.2,12.6,1,15,98.2,1,12.4,16.8,1,1
40,19.1,4.4,1,13,21.1,10,7.5,13.1,0,1
39,8.4,11.6,5,28,85.2,7,7.7,21.4,1,2
23,6.3,7.5,4,19,55.3,10,2.6,12.2,0,1
46,4.6,2.6,2,14,87.4,4,-1.5,4.6,0,0
59,18.8,7.9,9,17,72.8,1,22.6,29.6,1,2
37,4.5,9.7,4,28,52.1,5,-2.3,10.7,0,1
30,18.4,14.7,8,16,65.9,7,2.4,23.6,1,2
21,10.4,12.5,4,7,14.0,5,-4.2,13.6,0,1
39,12.1,12.6,6,27,23.0,9,14.7,20.4,1,2
25,8.8,0.8,4,8,74.9,8,18.8,16.6,1,1
22,22.3,10.9,3,10,98.2,6,6.2,19.1,1,1
23,10.4,4.8,10,4,71.3,5,-1.5,13.9,0,1
60,7.5,14.9,10,23,68.3,1,18.2,25.6,1,2
30,8.3,8.2,7,25,35.5,7,22.2,25.2,1,2
49,18.8,4.1,2,12,93.9,3,4.6,15.8,1,1
47,19.4,9.3,9,26,53.9,9,19.0,32.1,1,2
51,5.7,13.0,10,14,26.9,3,2.2,16.2,1,1
23,15.1,7.9,10,25,79.3,10,8.3,24.0,1,2
27,19.2,3.1,2,5,98.9,1,-4.8,6.2,0,0
26,19.4,4.8,4,16,68.4,7,22.4,22.8,1,2
51,18.9,9.4,2,4,38.0,7,22.7,21.1,1,2
52,20.7,6.3,5,26,69.2,8,-3.7,15.3,1,1
38,24.7,4.5,7,11,52.5,10,21.9,31.8,1,2
37,6.3,9.9,1,16,36.3,1,-2.0,8.0,0,0
53,20.8,3.4,6,23,26.2,7,24.7,25.2,1,2
23,7.5,7.7,4,23,71.7,2,21.0,15.2,1,1
51,17.6,14.9,5,10,35.2,2,8.9,21.2,1,2
52,8.7,10.2,10,4,89.2,3,22.9,25.5,1,2
28,11.7,8.1,9,2,47.1,7,10.4,19.4,1,1
43,17.3,5.2,4,16,66.9,8,9.5,17.4,1,1
45,17.0,13.6,10,0,36.9,6,6.4,24.1,1,2
51,3.7,10.1,8,0,85.5,4,-2.4,17.2,1,1
36,16.5,10.1,3,11,24.3,8,0.8,12.9,0,1
51,5.3,2.9,3,4,26.8,6,2.7,3.5,0,0
26,8.9,6.0,7,11,25.3,2,23.5,20.7,1,2
34,24.0,1.0,6,24,21.3,4,15.9,18.4,1,1
52,8.4,4.4,4,13,53.1,4,13.2,10.4,0,1
54,3.2,0.5,3,4,98.4,8,16.1,13.1,0,1
46,17.7,5.6,10,29,87.0,10,5.6,25.7,1,2
53,15.5,9.1,8,12,67.9,8,7.3,22.2,1,2
46,15.4,10.8,5,25,57.9,10,14.6,26.0,1,2
51,9.0,9.5,2,23,68.2,5,-4.3,12.2,0,1
39,8.5,6.9,8,0,86.4,9,24.7,27.2,1,2
39,9.4,4.2,1,2,26.7,2,24.6,11.7,0,1
48,11.5,4.5,4,28,77.2,4,16.8,19.0,1,1
46,7.4,4.1,6,23,32.8,10,4.6,13.0,0,1
53,23.9,7.2,2,25,14.0,7,13.0,19.3,1,1
54,5.2,2.9,5,24,38.8,4,9.2,8.7,0,0
32,9.2,1.1,9,25,22.4,7,6.1,14.7,0,1
59,16.6,9.7,5,27,99.2,5,13.7,26.0,1,2
55,16.1,1.1,6,1,72.0,2,-0.9,8.3,0,0
24,15.6,9.2,8,20,91.5,7,10.2,24.4,1,2
50,4.0,7.8,4,7,27.0,9,2.1,7.7,0,0
21,15.1,5.7,2,9,99.7,7,5.0,13.6,0,1
39,5.3,11.2,2,26,37.7,9,22.0,19.9,1,1
57,8.1,2.0,2,16,34.6,7,21.0,12.1,0,1
49,19.2,6.0,9,21,37.9,8,0.4,21.4,1,2
54,19.5,2.8,6,30,67.2,1,8.2,16.7,1,1
39,16.8,14.5,5,16,56.7,3,17.1,27.2,1,2
32,5.5,2.9,9,8,79.6,6,20.5,21.9,1,2
26,8.0,2.4,4,10,18.0,8,15.0,16.1,1,1
48,13.1,10.6,7,1,24.5,9,5.0,18.6,1,1
53,18.6,8.2,6,30,33.9,8,-3.9,13.9,0,1
45,11.7,10.4,7,22,13.2,2,4.7,13.8,0,1
40,22.0,5.7,10,21,84.1,5,17.3,31.4,1,2
24,7.9,14.2,5,2,19.6,5,7.9,13.6,0,1
50,22.1,9.1,4,12,71.4,3,2.7,16.9,1,1
31,4.2,1.2,7,30,62.5,3,14.1,16.9,1,1
49,16.8,4.8,5,1,93.3,2,7.1,15.8,1,1
54,22.7,4.9,3,2,76.7,10,10.1,17.4,1,1
32,4.6,10.3,8,14,96.7,5,10.3,17.9,1,1
49,21.6,4.0,4,24,60.7,7,-1.9,11.2,0,1
34,10.8,1.5,4,20,81.0,6,12.2,15.3,1,1
51,23.6,8.9,1,7,98.3,1,4.2,16.7,1,1
31,15.6,1.3,8,28,85.3,4,4.2,17.0,1,1
35,10.6,10.8,1,13,22.1,9,0.5,9.1,0,0
26,24.6,10.2,5,5,35.9,3,22.7,24.1,1,2
43,20.6,2.1,1,6,23.3,1,10.8,10.3,0,1
22,6.3,6.9,7,20,52.2,8,0.3,14.2,0,1
55,6.8,9.1,10,2,23.7,6,3.4,14.2,0,1
36,11.0,0.6,3,13,46.2,1,22.6,12.0,0,1
45,5.5,13.4,10,10,40.5,1,6.6,18.9,1,1
23,20.6,6.9,8,17,17.0,6,24.7,27.5,1,2
55,24.2,11.2,6,24,54.1,10,2.0,21.9,1,2
50,3.5,12.5,4,25,52.9,2,13.4,13.1,0,1
31,21.3,11.7,7,12,43.6,7,8.2,22.3,1,2
51,5.7,8.0,7,26,54.1,5,10.9,20.5,1,2
35,21.3,10.9,9,26,53.9,2,13.6,29.8,1,2
58,24.9,2.5,5,15,19.4,2,10.7,16.0,1,1
48,12.2,9.7,9,13,36.2,5,7.0,21.4,1,2
47,6.3,6.6,5,8,15.5,7,7.6,9.2,0,0
22,16.8,10.0,2,23,38.0,7,-3.6,10.2,0,1
50,8.9,13.0,2,30,72.5,6,8.4,20.0,1,1
21,7.8,5.3,1,25,19.5,8,13.1,14.7,0,1
54,16.6,7.5,2,13,42.7,8,24.3,20.0,1,1
57,10.4,14.1,3,23,99.4,2,12.2,18.8,1,1
27,9.7,12.8,4,21,26.0,8,19.8,19.1,1,1
22,11.1,7.3,9,14,51.5,10,-0.8,21.5,1,2
45,9.8,5.2,5,9,34.0,7,18.3,19.4,1,1
59,3.1,14.6,7,28,87.4,9,7.1,22.7,1,2
33,6.4,7.8,8,20,25.3,10,-0.3,14.3,0,1
33,4.7,0.7,6,19,91.6,2,10.2,10.6,0,1
46,16.0,6.2,5,17,38.4,2,6.1,14.6,0,1
48,4.7,3.9,7,19,35.4,8,8.8,12.1,0,1
53,24.2,12.5,2,28,24.8,8,8.8,23.0,1,2
46,21.3,10.6,1,5,84.6,10,1.4,19.0,1,1
32,17.0,3.3,1,21,45.2,3,11.0,11.3,0,1
42,13.7,1.9,6,0,26.6,2,-2.3,6.6,0,0
53,7.1,11.1,9,22,57.7,2,0.8,16.6,1,1
45,3.5,2.5,9,19,32.8,1,2.4,8.9,0,0
31,21.9,3.8,1,26,63.6,5,-4.1,10.4,0,1
23,8.3,6.0,3,28,51.6,6,19.4,16.3,1,1
55,21.8,3.6,6,8,62.0,1,15.3,19.6,1,1
51,24.4,6.7,7,25,44.3,3,5.2,19.5,1,1
25,11.8,8.0,3,28,98.7,2,7.6,14.4,0,1
26,4.0,5.2,6,26,15.4,6,-1.5,10.8,0,1
28,13.7,4.2,4,11,84.2,10,11.7,21.3,1,2
29,24.5,10.3,7,25,57.6,8,-4.8,21.3,1,2
29,23.0,6.9,6,21,31.2,4,24.8,26.1,1,2
60,9.2,8.7,5,25,68.6,4,14.4,18.0,1,1
52,12.4,8.3,7,11,15.6,3,8.1,14.7,0,1
33,6.6,3.8,7,2,43.4,2,21.6,15.1,1,1
29,13.9,4.9,3,27,81.1,10,18.1,20.8,1,2
26,11.2,8.7,2,19,49.9,5,16.1,18.0,1,1
23,10.6,12.8,7,3,28.5,6,-2.2,16.6,1,1
44,11.7,10.2,10,7,14.0,1,6.3,12.9,0,1
55,24.2,14.4,1,4,31.7,10,23.7,28.6,1,2
21,22.7,6.8,4,0,67.8,7,9.0,21.2,1,2
21,11.9,6.2,1,2,77.3,6,15.8,16.6,1,1
52,7.4,14.5,10,23,49.2,10,2.2,20.1,1,2
31,3.4,13.4,2,14,38.7,8,21.4,17.0,1,1
34,11.4,2.1,2,13,15.3,8,21.9,13.2,0,1
51,5.8,13.1,1,13,96.4,2,15.4,17.5,1,1
56,16.0,3.1,1,13,44.6,3,23.6,12.3,0,1
38,17.1,4.0,6,1,55.7,5,7.9,16.0,1,1
32,7.4,12.7,6,13,74.8,9,10.9,22.1,1,2
29,20.1,3.6,9,19,64.9,5,13.7,21.0,1,2
47,16.6,1.3,3,19,95.1,6,1.3,10.6,0,1
33,13.8,10.3,9,7,33.5,8,16.5,24.8,1,2
28,10.7,1.3,8,5,99.7,6,1.9,13.5,0,1
53,4.2,8.3,7,10,91.9,4,-1.8,14.5,0,1
29,14.7,11.0,10,10,93.2,4,18.5,28.7,1,2
47,3.6,11.2,7,2,46.3,10,-2.0,14.9,0,1
23,16.1,10.7,10,22,45.8,5,5.3,20.4,1,2
24,24.8,11.7,7,15,93.0,10,0.1,26.6,1,2
37,22.1,3.2,1,26,74.8,7,3.5,16.1,1,1
30,21.3,5.6,2,26,99.0,3,9.0,18.4,1,1
51,24.5,2.8,7,19,97.8,3,9.9,21.6,1,2
24,8.0,14.4,1,29,80.1,5,14.3,16.8,1,1
42,16.4,12.6,3,10,75.0,8,-2.4,16.7,1,1
49,12.2,7.6,5,2,12.4,7,2.7,10.0,0,1
43,17.8,5.5,7,27,20.3,5,5.4,16.7,1,1
41,5.7,10.4,6,24,84.4,2,-4.8,8.9,0,0
26,13.4,13.3,9,25,65.0,2,22.4,33.0,1,2
60,16.0,1.0,10,21,30.9,9,-0.2,15.2,1,1
22,22.3,6.6,4,8,59.2,2,8.2,15.3,1,1
44,17.6,4.9,9,18,78.2,8,-1.1,22.2,1,2
26,3.9,11.3,2,4,83.9,4,24.2,16.5,1,1
58,22.5,10.9,2,30,99.5,2,9.0,23.7,1,2
50,4.4,14.3,4,22,30.5,8,20.4,22.0,1,2
44,14.1,14.1,5,19,66.3,5,-3.0,17.6,1,1
40,11.1,1.6,1,18,49.7,9,-2.3,6.8,0,0
60,20.0,5.6,3,15,10.3,6,0.1,12.5,0,1
45,11.3,13.9,1,17,54.2,2,-2.2,8.4,0,0
55,19.7,14.4,6,0,67.1,9,-1.6,26.0,1,2
42,24.2,8.7,10,28,32.9,8,2.8,22.9,1,2
40,24.7,5.6,9,0,60.4,3,-1.7,15.6,1,1
35,13.3,13.8,3,11,41.9,4,-2.2,12.2,0,1
31,3.4,14.9,2,28,11.1,10,4.0,15.1,1,1
53,6.1,4.1,2,30,39.1,2,2.9,1.8,0,0
27,21.8,5.2,6,18,57.0,2,23.0,27.4,1,2
25,15.1,13.5,10,23,12.7,9,13.3,27.4,1,2
40,13.3,6.8,4,29,95.4,3,3.4,13.3,0,1
34,14.6,5.2,4,25,75.5,1,13.4,17.2,1,1
60,13.7,2.1,1,3,29.7,1,0.3,-0.7,0,0
48,24.9,6.0,6,6,46.8,3,3.2,17.6,1,1
35,20.9,9.9,1,22,40.9,10,20.9,23.3,1,2
36,17.0,6.5,8,3,43.0,10,7.9,21.4,1,2
58,11.0,13.7,8,30,98.7,4,23.7,33.2,1,2
34,10.1,3.0,7,28,99.3,5,17.4,19.6,1,1
46,18.0,1.9,7,7,27.5,3,22.9,17.0,1,1
25,13.0,3.5,7,30,26.5,4,20.6,18.5,1,1
30,10.0,7.4,8,7,38.7,1,17.5,14.9,0,1
46,19.1,3.6,5,13,72.4,9,10.8,16.7,1,1
36,7.1,10.9,7,2,49.4,6,1.4,11.9,0,1
51,6.0,10.3,6,23,64.0,10,12.9,20.2,1,2
38,5.2,9.7,10,2,82.3,4,12.4,23.2,1,2
56,20.3,6.4,4,8,51.5,2,5.5,15.3,1,1
30,10.8,8.6,5,16,78.2,10,-1.1,13.9,0,1
31,21.9,12.9,9,14,84.4,3,23.7,32.1,1,2
27,22.4,6.2,10,19,51.3,10,-0.4,22.6,1,2
47,8.9,10.3,9,11,37.7,6,13.2,22.0,1,2
29,3.4,14.4,5,2,87.5,3,14.0,23.1,1,2
35,9.9,7.2,8,13,99.3,6,-4.1,15.1,1,1
42,20.5,11.5,4,16,33.5,5,15.6,24.3,1,2
23,23.9,14.5,8,11,87.1,4,8.7,26.7,1,2
26,15.0,12.9,6,2,38.0,5,16.0,21.8,1,2
56,3.6,7.0,1,12,41.1,7,1.4,2.9,0,0
43,10.9,11.4,9,10,39.6,1,23.8,25.5,1,2
43,9.6,2.7,1,8,73.8,6,-4.0,5.2,0,0
52,10.8,14.5,5,17,28.8,2,-1.7,11.4,0,1
35,11.5,12.8,9,7,36.7,4,6.1,23.3,1,2
30,16.0,3.9,6,19,12.0,5,19.3,19.5,1,1
47,7.1,12.8,7,25,70.4,9,-4.5,16.1,1,1
38,22.6,0.6,6,18,43.2,6,24.2,23.1,1,2
28,6.5,4.4,5,6,11.5,7,5.7,7.4,0,0
42,10.1,9.4,2,13,42.3,10,4.8,13.3,0,1
36,24.0,10.2,3,15,41.3,7,16.1,23.3,1,2
51,9.2,3.8,10,18,33.2,2,-1.5,9.9,0,0
28,5.8,14.2,3,5,96.7,10,13.8,25.2,1,2
56,13.5,2.6,8,29,58.1,9,5.2,20.7,1,2
42,19.7,13.3,1,16,93.2,10,-0.3,23.2,1,2
55,17.3,2.7,1,28,21.7,10,-1.1,7.7,0,0
58,12.8,6.0,6,22,43.2,9,0.5,13.8,0,1
57,16.8,9.0,2,19,93.6,2,2.6,12.3,0,1
31,21.5,1.4,5,19,44.0,10,11.4,19.1,1,1
53,23.6,4.4,7,29,49.3,5,15.0,24.2,1,2
41,14.0,13.1,5,2,43.4,8,3.2,13.4,0,1
38,10.4,12.9,6,26,80.1,1,-4.8,10.4,0,1
35,16.1,2.9,3,18,64.0,2,9.4,10.1,0,1
39,23.8,1.3,2,14,26.2,3,5.9,12.1,0,1
36,23.7,13.9,1,14,47.3,8,9.2,23.6,1,2
35,19.5,6.3,10,5,44.0,4,-1.4,17.0,1,1
39,15.7,2.8,8,23,68.1,4,22.3,22.8,1,2
58,20.3,12.7,3,14,18.3,6,10.9,19.0,1,1
29,21.9,0.9,4,2,42.1,6,9.0,15.8,1,1
47,15.2,6.6,5,19,72.4,3,-3.9,12.1,0,1
54,3.6,4.0,8,18,57.3,3,19.9,18.9,1,1
44,21.0,5.6,5,7,65.0,2,-3.6,11.9,0,1
60,12.2,2.5,8,4,61.1,1,21.1,19.1,1,1
31,24.5,9.0,3,10,37.3,4,8.9,18.6,1,1
60,13.9,9.5,2,14,27.5,5,17.2,13.0,0,1
21,4.6,10.5,5,25,73.0,9,-1.8,15.9,1,1
56,7.4,13.9,8,29,80.6,5,10.7,23.4,1,2
60,4.7,0.6,3,4,77.1,4,15.0,8.9,0,0
25,24.1,1.7,8,4,26.0,2,2.0,10.4,0,1
21,11.5,9.0,3,23,84.1,3,12.2,17.3,1,1
48,22.7,13.4,9,13,60.3,10,7.8,31.3,1,2
36,5.9,7.8,9,3,17.7,7,5.7,11.3,0,1
21,7.0,11.4,7,3,34.8,5,4.2,14.3,0,1
47,22.6,8.2,3,0,41.1,3,17.8,18.2,1,1
51,6.7,1.6,4,1,91.1,4,-2.4,6.0,0,0
27,23.4,10.4,3,28,74.7,10,19.7,27.5,1,2
42,22.6,3.6,1,13,79.6,7,4.7,11.5,0,1
59,20.4,7.8,2,12,29.2,1,23.4,17.9,1,1
34,6.0,5.7,9,24,85.6,10,14.5,23.5,1,2
51,8.3,0.9,3,1,66.6,8,3.8,8.1,0,0
23,10.9,10.7,8,22,92.3,9,19.5,31.7,1,2
34,24.8,5.4,10,26,34.5,10,-2.8,21.5,1,2
25,9.7,7.9,10,17,18.0,2,3.6,13.2,0,1
29,9.4,4.6,2,11,76.0,5,8.9,12.5,0,1
22,18.7,4.7,3,23,92.9,4,-3.7,12.0,0,1
43,8.7,5.5,3,30,52.2,2,7.0,12.0,0,1
43,11.6,2.8,8,30,98.1,10,23.3,24.1,1,2
23,5.6,0.8,4,4,72.0,10,8.0,9.3,0,0
42,14.4,4.7,4,13,92.0,1,20.2,15.1,1,1
47,17.1,13.1,6,18,25.2,8,14.9,22.0,1,2
26,4.8,2.1,10,13,43.5,4,20.7,20.4,1,2
23,5.7,11.3,2,26,15.1,6,7.0,9.3,0,0
54,17.5,6.2,8,19,60.1,2,2.5,20.7,1,2
37,11.4,8.9,9,27,57.9,6,-0.3,16.4,1,1
49,15.1,4.7,1,4,63.2,6,11.9,13.1,0,1
36,19.2,4.1,10,26,64.6,8,13.7,27.3,1,2
52,22.4,5.0,1,6,37.3,9,-1.9,7.7,0,0
49,20.6,1.8,5,12,17.4,3,2.8,9.3,0,0
50,23.4,0.8,9,21,36.2,7,-3.5,18.4,1,1
32,21.8,1.5,9,8,25.8,2,21.7,20.6,1,2
55,21.4,9.7,8,6,51.8,2,20.5,27.0,1,2
40,11.8,0.6,3,1,41.0,9,13.4,13.8,0,1
55,20.4,5.7,9,6,41.3,6,18.1,23.2,1,2
46,21.3,9.2,2,21,95.4,7,2.0,22.3,1,2
60,8.2,14.2,5,17,81.1,8,18.1,27.2,1,2
57,16.2,14.1,5,2,90.5,10,4.2,24.3,1,2
50,13.9,6.8,4,17,78.7,2,24.2,24.3,1,2
59,9.7,7.5,7,29,68.1,3,1.9,17.7,1,1
39,5.4,1.8,10,28,70.0,6,16.4,15.5,1,1
24,10.1,0.5,7,20,69.6,6,-4.6,9.1,0,0
52,21.9,8.3,4,9,79.8,2,2.7,15.6,1,1
31,13.8,4.4,5,0,21.7,9,15.4,17.3,1,1
43,9.6,8.7,10,2,53.2,4,-2.6,14.5,0,1
22,4.0,6.6,5,7,77.3,8,12.6,16.4,1,1
41,11.4,7.4,2,5,89.5,9,-3.0,9.9,0,0
42,23.6,2.9,10,8,20.9,1,17.8,24.5,1,2
52,24.0,4.3,2,8,36.4,8,22.4,19.5,1,1
30,13.7,14.0,2,2,38.4,5,-4.4,9.0,0,0
49,4.8,4.4,2,25,94.7,2,12.4,10.5,0,1
34,6.4,9.5,5,4,84.1,4,23.2,21.4,1,2
22,5.2,10.3,8,29,65.9,5,-2.5,14.6,0,1
55,18.9,6.6,10,5,86.6,1,23.3,24.9,1,2
24,15.0,14.6,3,3,77.3,9,0.6,19.0,1,1
21,4.1,5.3,2,4,18.4,5,17.1,10.4,0,1
36,18.9,4.9,6,12,39.0,1,19.0,20.4,1,2
56,17.6,3.0,9,28,10.0,8,2.6,18.9,1,1
35,4.8,7.9,1,17,20.2,5,11.2,5.4,0,0
43,16.1,14.0,1,5,26.1,7,17.9,19.2,1,1
39,9.4,7.9,1,20,68.3,7,4.0,11.6,0,1
52,10.5,1.2,2,14,83.9,6,6.8,9.2,0,0
37,7.6,6.1,2,22,82.0,6,-0.8,5.1,0,0
56,3.5,7.3,7,28,10.4,7,1.6,12.0,0,1
23,22.6,7.8,9,8,65.4,4,22.8,28.1,1,2
45,18.7,7.7,1,27,70.0,9,1.4,14.4,0,1
58,24.2,14.6,7,7,70.3,5,-2.3,20.3,1,2
52,11.1,1.5,2,13,59.1,9,-4.2,8.6,0,0
41,11.9,8.7,10,15,87.0,2,15.0,23.8,1,2
50,7.0,12.2,10,19,89.6,7,24.4,28.1,1,2
47,4.6,14.4,9,2,12.5,7,6.0,15.5,1,1
31,11.3,7.6,1,29,96.7,3,-1.4,6.6,0,0
38,19.0,2.1,6,4,49.0,4,14.8,21.3,1,2
25,17.3,5.5,3,25,34.9,1,11.8,10.1,0,1
21,9.9,2.7,1,24,69.6,8,8.8,13.3,0,1
56,21.5,4.0,6,21,71.2,6,13.1,21.2,1,2
60,8.5,10.1,2,15,21.9,10,9.2,12.4,0,1
33,15.1,1.4,5,3,82.1,2,10.8,12.0,0,1
43,7.0,2.4,5,17,31.5,8,11.0,10.5,0,1
41,13.9,11.8,5,7,52.9,5,-1.7,14.7,0,1
31,7.3,7.5,9,5,72.7,5,21.4,21.8,1,2
23,7.5,6.6,6,28,87.6,6,24.4,20.9,1,2
50,7.2,9.1,6,18,94.4,7,22.6,24.6,1,2
58,14.4,11.0,1,28,19.6,4,9.2,15.8,1,1
46,8.8,11.9,3,5,36.8,3,17.3,18.0,1,1
49,24.3,6.6,9,27,22.0,7,10.4,26.3,1,2
44,12.7,0.8,2,16,16.2,1,2.1,1.3,0,0
25,20.7,9.2,8,18,46.9,9,14.0,28.0,1,2
